                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     73,                0.76758,                 1.3107,                0.48195,                 0.9365,                0.77576,                0.65582,                0.71547,                0.45232,                0.76605,                0.65181,                 0.7028,                0.37496,                 1.1988,                 2.2064,                0.92656,                 1.2343,              0.0007624,              0.0007624,              0.0007624
                     74,                 0.7647,                  1.302,                0.47677,                0.93416,                0.76759,                0.65894,                0.71435,                0.45165,                0.76101,                0.65443,                0.70101,                  0.377,                 1.1996,                 2.2137,                0.92584,                 1.2356,              0.0007591,              0.0007591,              0.0007591
                     75,                0.75962,                 1.2954,                0.47346,                0.93133,                0.77975,                0.65626,                0.71652,                0.45211,                0.76658,                0.65347,                0.69985,                0.37544,                 1.1981,                 2.2188,                0.92505,                 1.2344,              0.0007558,              0.0007558,              0.0007558
                     76,                0.75754,                  1.297,                0.47142,                0.93266,                0.78451,                0.65213,                0.71445,                 0.4516,                0.77888,                0.64459,                0.70104,                0.37636,                 1.1979,                 2.2186,                0.92798,                  1.236,              0.0007525,              0.0007525,              0.0007525
                     77,                0.75483,                 1.2845,                0.47159,                0.93125,                0.77663,                0.65594,                0.71448,                0.45125,                0.76685,                0.64996,                0.70129,                0.37617,                 1.1971,                 2.2199,                 0.9269,                 1.2392,              0.0007492,              0.0007492,              0.0007492
                     78,                0.75281,                 1.2776,                0.46415,                0.92959,                0.79427,                0.64714,                0.71446,                0.45301,                0.78585,                0.64122,                0.70087,                0.37771,                 1.1972,                 2.2273,                0.93101,                 1.2401,              0.0007459,              0.0007459,              0.0007459
                     79,                0.74729,                 1.2693,                0.46409,                0.92746,                0.77364,                0.66068,                 0.7143,                0.45241,                 0.7822,                0.63971,                0.69959,                0.37753,                 1.1981,                 2.2349,                0.93287,                 1.2382,              0.0007426,              0.0007426,              0.0007426
                     80,                0.74429,                 1.2639,                0.45867,                0.92497,                0.77518,                0.65958,                0.71192,                0.45204,                0.77425,                0.64883,                0.70171,                0.37623,                 1.1997,                 2.2399,                0.93191,                 1.2414,              0.0007393,              0.0007393,              0.0007393
                     81,                0.74544,                  1.266,                0.46066,                0.92297,                0.77861,                0.65803,                0.71305,                0.45215,                0.77211,                0.65016,                0.69998,                0.37675,                  1.202,                 2.2378,                0.93263,                 1.2423,               0.000736,               0.000736,               0.000736
                     82,                0.74272,                 1.2603,                0.45685,                0.92265,                0.75494,                0.67709,                0.71237,                0.45229,                0.74609,                0.66451,                0.69929,                0.37556,                 1.2006,                 2.2394,                0.93058,                 1.2432,              0.0007327,              0.0007327,              0.0007327
                     83,                0.74119,                 1.2513,                  0.456,                 0.9229,                0.75403,                0.67675,                0.71255,                0.45308,                0.75105,                0.66144,                0.69945,                0.37678,                 1.2003,                 2.2464,                0.92841,                 1.2442,              0.0007294,              0.0007294,              0.0007294
                     84,                0.73988,                 1.2524,                0.45591,                0.92228,                0.75406,                0.67858,                0.71373,                0.45237,                0.74559,                0.66598,                0.69913,                0.37658,                 1.1997,                 2.2527,                0.93015,                 1.2416,              0.0007261,              0.0007261,              0.0007261
                     85,                0.73429,                 1.2464,                0.45185,                0.92039,                0.76556,                0.66948,                0.71552,                0.45331,                0.75905,                0.65878,                0.70036,                0.37734,                 1.2011,                 2.2563,                0.92967,                 1.2433,              0.0007228,              0.0007228,              0.0007228
