                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     24,                 1.0759,                  1.636,                 0.8507,                 1.1574,                0.47575,                0.39726,                0.38806,                0.19456,                0.46459,                0.38296,                0.36052,                0.14936,                 1.6959,                 3.0402,                 1.7239,                 1.6566,               0.009241,               0.009241,               0.009241
                     25,                 1.0729,                 1.6235,                0.83978,                 1.1522,                0.48928,                0.41091,                 0.3929,                0.19573,                0.49091,                0.38887,                0.37304,                0.15298,                 1.6942,                   3.04,                 1.7086,                 1.6543,               0.009208,               0.009208,               0.009208
                     26,                 1.0627,                 1.6089,                0.83389,                 1.1471,                0.48907,                0.39991,                0.39167,                0.19544,                0.48125,                0.38222,                0.36801,                0.15037,                 1.6989,                 3.0448,                  1.717,                 1.6574,               0.009175,               0.009175,               0.009175
                     27,                 1.0656,                 1.6159,                0.83569,                  1.148,                0.50614,                0.40392,                0.39754,                0.19948,                0.50441,                0.37933,                0.37119,                0.15491,                 1.6919,                 3.0226,                 1.7043,                 1.6558,               0.009142,               0.009142,               0.009142
                     28,                 1.0633,                  1.614,                0.83615,                 1.1496,                0.52656,                0.39878,                0.40127,                0.20035,                0.52905,                0.37347,                0.37742,                0.15547,                  1.697,                 3.0324,                 1.7034,                 1.6545,               0.009109,               0.009109,               0.009109
                     29,                 1.0539,                 1.5887,                0.82243,                 1.1452,                0.51715,                0.40202,                0.39851,                0.19927,                0.51151,                0.37766,                0.37088,                0.15446,                 1.6818,                 3.0146,                 1.6897,                 1.6491,               0.009076,               0.009076,               0.009076
                     30,                 1.0549,                 1.5867,                0.82015,                 1.1406,                0.52947,                0.39156,                0.40349,                0.19979,                0.51895,                0.37773,                0.37773,                0.15602,                 1.6869,                 3.0202,                 1.6893,                 1.6491,               0.009043,               0.009043,               0.009043
                     31,                 1.0547,                  1.589,                0.82628,                 1.1425,                0.47675,                 0.4138,                0.39585,                0.19784,                0.48765,                0.37855,                 0.3675,                0.15321,                 1.6851,                 3.0263,                  1.694,                 1.6467,                0.00901,                0.00901,                0.00901
                     32,                 1.0508,                 1.5827,                0.81632,                 1.1381,                0.45825,                0.41186,                0.39806,                 0.1996,                0.45127,                0.39242,                0.37028,                0.15408,                 1.6875,                 2.9998,                 1.6808,                 1.6515,               0.008977,               0.008977,               0.008977
                     33,                 1.0498,                 1.5796,                0.81628,                 1.1414,                 0.5074,                 0.4121,                0.40308,                0.20072,                0.51516,                 0.3896,                0.37998,                0.15855,                 1.6863,                 2.9952,                  1.681,                  1.649,               0.008944,               0.008944,               0.008944
                     34,                 1.0425,                 1.5608,                 0.8044,                 1.1347,                0.48853,                0.40727,                0.40014,                0.19974,                0.48644,                0.38944,                0.37507,                0.15383,                 1.6825,                 3.0143,                 1.6738,                 1.6446,               0.008911,               0.008911,               0.008911
