                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                  1.202,                  2.921,                 1.3198,                 1.2054,                0.37283,                0.21153,                0.23371,                0.15658,                0.41141,                0.16454,                0.18011,                 0.1032,                 1.4024,                 3.0607,                 1.2215,                 1.2474,              0.0033304,              0.0033304,              0.0033304
                      2,                0.96229,                 2.2787,                0.75605,                 1.0575,                0.46029,                0.22509,                0.25395,                 0.1705,                0.43217,                0.18014,                0.19931,                 0.1146,                 1.3761,                 3.0132,                 1.1661,                 1.2266,              0.0066417,              0.0066417,              0.0066417
